Product Name,Profit
"Howard Miller 13"" Diameter Goldtone Round Wall Clock",294.3138
"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",299.85
Cisco SPA 502G IP Phone,299.875
Avery 485,300.3441
Innergie mMini Combo Duo USB Travel Charging Kit,302.3328
Xerox 1886,302.728
"Strathmore #10 Envelopes, Ultimate White",309.9348
Boston Heavy-Duty Trimline Electric Pencil Sharpeners,310.89
Sauder Inglewood Library Bookcases,311.1836
Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,311.22
"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",311.7744
"Bush Cubix Conference Tables, Fully Assembled",311.82300000000004
Adtran 1202752G1,312.4552
Xerox 1964,314.73519999999996
Electrix Halogen Magnifier Lamp,314.76599999999996
Ooma Telo VoIP Home Phone System,314.975
HTC One Mini,317.4948
Deflect-o Glass Clear Studded Chair Mats,318.3616
SanDisk Cruzer 64 GB USB Flash Drive,319.61600000000004
Tops White Computer Printout Paper,321.8278
Avaya 5420 Digital phone,323.976
Konftel 250 Conference phone - Charcoal black,324.69480000000004
Xerox 1943,328.6752
Ibico Plastic Spiral Binding Combs,328.928
Satellite Sectional Post Binders,329.0478
Xerox 1960,334.584
GE 30522EE2,336.371
Harbour Creations Steel Folding Chair,336.375
Polycom VoiceStation 500 Conference phone,339.1925
AT&T TR1909W,340.173
"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",340.5142
Motorola Droid Maxx,341.9772
Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,342.56419999999997
Xerox 1916,342.58
Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,342.88739999999996
Luxo Professional Combination Clamp-On Lamps,345.774
Xerox 1883,354.0196
Global Adaptabilities Conference Tables,354.0348
Xerox 191,354.2454
Kensington Orbit Wireless Mobile Trackball for PC and Mac,357.5404
Star Micronics TSP800 TSP847IIU Receipt Printer,360.318
Kensington Expert Mouse Optical USB Trackball for PC or Mac,360.962
Luxo Adjustable Task Clamp Lamp,362.46720000000005
Avaya IP Phone 1140E VoIP phone,362.687
"Hon Metal Bookcases, Putty",362.70779999999996
GBC Prestige Therm-A-Bind Covers,364.7153
Harmony Air Purifier,374.22
Xerox 1913,375.0448
"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",375.9672
Plantronics Voyager Pro HD - Bluetooth Headset,376.942
Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,377.5528
Kensington 4 Outlet MasterPiece Compact Power Control Center,380.5776
Green Bar Computer Printout Paper,380.8728
"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",381.2074
Avanti 4.4 Cu. Ft. Refrigerator,383.6776
Geemarc AmpliPOWER60,384.192
"Fellowes Strictly Business Drawer File, Letter/Legal Size",388.746
Ativa MDM8000 8-Sheet Micro-Cut Shredder,393.2563
Nortel Networks T7316 E Nt8 B27,397.7415
Imation Bio 8GB USB Flash Drive Imation Corp,398.976
Xerox 1909,400.976
"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",401.21400000000006
Xerox 1988,404.289
"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",408.2604
Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744
"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",410.352
Maxell 4.7GB DVD-R,411.2262
LG G3,411.579
GBC Therma-A-Bind 250T Electric Binding System,413.2464
Office Star Flex Back Scooter Chair with Aluminum Finish Frame,413.649
"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",414.918
Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,417.0244
Vtech CS6719,418.51640000000003
Fellowes High-Stak Drawer Files,419.3322
"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",421.9816
ShoreTel ShorePhone IP 230 VoIP phone,422.475
Xerox 1914,423.74159999999995
Toshiba IPT2010-SD IP Telephone,425.3094
Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,425.75960000000003
Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,429.7386
Tennsco Double-Tier Lockers,429.7882
"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",430.0695
netTALK DUO VoIP Telephone Service,430.418
Samsung Galaxy S4,438.193
Bevis 36 x 72 Conference Tables,448.164
"Hunt PowerHouse Electric Pencil Sharpener, Blue",448.164
"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",448.76160000000004
GBC Recycled Regency Composition Covers,451.9368
"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",453.7624
Hoover Upright Vacuum With Dirt Cup,460.35269999999986
Bretford CR8500 Series Meeting Room Furniture,461.127
Xerox 1885,461.184
DYMO CardScan Personal V9 Business Card Scanner,463.971
Cisco 9971 IP Video Phone Charcoal,466.4
Motorola L703CM,467.97
Fellowes Super Stor/Drawer Files,473.3415
AT&T CL83451 4-Handset Telephone,473.777
Avanti 1.7 Cu. Ft. Refrigerator,476.6256
VTech DS6151,478.762
Razer Kraken PRO Over Ear PC and Music Headset,479.94
Aastra 6757i CT Wireless VoIP phone,482.5856
"Fellowes Mobile File Cart, Black",485.00399999999996
DMI Arturo Collection Mission-style Design Wood Chair,486.15560000000005
GBC DocuBind P100 Manual Binding Machine,489.6410000000001
"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",492.6624
"Global Manager's Adjustable Task Chair, Storm",493.7046
GBC DocuBind 300 Electric Binding Machine,494.4212000000001
Xerox 1906,497.5776
Logitech Wireless Performance Mouse MX for PC and Mac,497.9502
Hon Mobius Operator's Chair,499.3394
WD My Passport Ultra 2TB Portable External Hard Drive,499.8
"Global Fabric Manager's Chair, Dark Gray",499.851
Plantronics Calisto P620-M USB Wireless Speakerphone System,505.6542
Zebra GX420t Direct Thermal/Thermal Transfer Printer,509.712
Fellowes Staxonsteel Drawer Files,509.9688
Apple iPhone 5S,512.991
Global Comet Stacking Armless Chair,514.366
Airmail Envelopes,514.4909
Plantronics Audio 478 Stereo USB Headset,514.897
Logitech G602 Wireless Gaming Mouse,515.1356000000001
Wilson Electronics DB Pro Signal Booster,515.52
Logitech Illuminated - Keyboard,515.914
Polycom SoundStation2 EX Conference phone,518.336
"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",524.5054
Xerox 1934,526.212
Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,536.2212000000001
"24 Capacity Maxi Data Binder Racks, Pearl",536.9025
Xerox 1888,539.2656
Wi-Ex zBoost YX540 Cellular Phone Signal Booster,540.015
Logitech G600 MMO Gaming Mouse,540.7324
Hon Non-Folding Utility Tables,541.654
Xerox 1891,542.901
White Computer Printout Paper by Universal,547.6788
BlackBerry Q10,548.0565
Honeywell Quietcare HEPA Air Cleaner,549.7635
Logitech Wireless Marathon Mouse M705,554.889
Ames Color-File Green Diamond Border X-ray Mailers,559.3068000000001
GBC ProClick Punch Binding System,562.3842
Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,563.816
O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,566.4674
GBC DocuBind P50 Personal Binding Machine,569.422
"3M Polarizing Task Lamp with Clamp Arm, Light Gray",569.8368
Tyvek Side-Opening Peel & Seel Expanding Envelopes,570.024
Digium D40 VoIP phone,571.4257
"Global Airflow Leather Mesh Back Chair, Black",573.7239999999999
Xerox 1917,574.6925
Aastra 57i VoIP phone,575.3316
Pyle PMP37LED,576.8999
"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",578.6848
Plantronics Audio 995 Wireless Stereo Headset,587.1329999999999
Xiaomi Mi3,592.7896
"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",593.964
"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",608.043
Xerox 1893,619.3589
NETGEAR N750 Dual Band Wi-Fi Gigabit Router,622.8
"Electrix Architect's Clamp-On Swing Arm Lamp, Black",627.1722000000001
Enermax Acrylux Wireless Keyboard,630.468
Cameo Buff Policy Envelopes,632.2568
Microsoft Sculpt Comfort Mouse,634.406
Cisco SPA525G2 5-Line IP Phone,648.5624
Jabra SPEAK 410,654.1704
Logitech Gaming G510s - Keyboard,676.5204
Fellowes PB200 Plastic Comb Binding Machine,693.5591999999999
Economy Rollaway Files,693.8399999999999
Global Comet Stacking Arm Chair,697.1415
Hoover WindTunnel Plus Canister Vacuum,697.44
Logitech G35 7.1-Channel Surround Sound Headset,699.3462
Global Leather Executive Chair,701.98
Xerox 1941,704.592
Google Nexus 5,710.9605
Hoover Shoulder Vac Commercial Portable Vacuum,715.64
Logitech Wireless Headset h800,719.928
Enermax Aurora Lite Keyboard,722.106
NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,723.1548
Logitech G19 Programmable Gaming Keyboard,729.0612
Xerox 1919,729.622
Wireless Extenders zBoost YX545 SOHO Signal Booster,733.2812
Xerox 189,746.532
Global Executive Mid-Back Manager's Chair,750.7284000000001
Staple envelope,751.629
Plantronics S12 Corded Telephone Headset System,754.5300000000001
Xerox 1945,756.2655
GBC Ibimaster 500 Manual ProClick Binding System,760.9799999999996
Logitech Wireless Gaming Headset G930,763.1523
GuestStacker Chair with Chrome Finish Legs,773.2608
"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",780.3302
Mitel MiVoice 5330e IP Phone,780.9716
Global Ergonomic Managers Chair,785.4532
Xerox 1908,799.3944
Hon Multipurpose Stacking Arm Chairs,814.416
Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,832.9932000000001
Hon Olson Stacker Stools,833.5952
GE 30524EE4,838.8371999999999
Hewlett Packard 310 Color Digital Copier,839.972
Multicolor Computer Printout Paper,851.3820000000001
"Global Leather and Oak Executive Chair, Black",854.7832000000001
Safco Contoured Stacking Chairs,870.16
Jawbone JAMBOX Wireless Bluetooth Speaker,872.1048000000001
Okidata MB760 Printer,881.37
Imation Bio 2GB USB Flash Drive Imation Corp,881.5296
Logitech G700s Rechargeable Gaming Mouse,889.9110000000001
Polycom CX600 IP Phone VoIP phone,896.8505000000001
Polycom VVX 310 VoIP phone,899.95
Cisco SPA301,904.742
Global Commerce Series High-Back Swivel/Tilt Chairs,926.1850000000001
Nortel Meridian M3904 Professional Digital phone,936.2592
Global Troy Executive Leather Low-Back Tilter,951.8620000000001
Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,956.9502
Bose SoundLink Bluetooth Speaker,967.14
"Lifetime Advantage Folding Chairs, 4/Carton",972.6368
Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,995.9004
Samsung Galaxy S4 Active,1039.9792
Wilson SignalBoost 841262 DB PRO Amplifier Kit,1043.855
GBC DocuBind 200 Manual Binding Machine,1052.45
Hon 4070 Series Pagoda Round Back Stacking Chairs,1052.8144
ClearOne CHATAttach 160 - speaker phone,1053.983
Ibico EB-19 Dual Function Manual Binding System,1086.3772
Fellowes Powershred HS-440 4-Sheet High Security Shredder,1092.6795
Easy-staple paper,1096.0292
Samsung Galaxy S4 Mini,1104.4765
Smead Adjustable Mobile File Trolley with Lockable Top,1106.6616
Tennsco 16-Compartment Lockers with Coat Rack,1114.3708
Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,1147.4235
Brother DCP1000 Digital 3 in 1 Multifunction Machine,1154.9615000000001
Panasonic KX-TG9471B,1168.1004
SAFCO Arco Folding Chair,1179.374
Maxell iVDR EX 500GB Cartridge,1184.8220000000001
Hon GuestStacker Chair,1233.0848
Letter Size Cart,1252.8822
"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",1260.221
Standard Rollaway File with Lock,1261.3300000000002
Xerox 1915,1262.394
Hon Olson Stacker Chairs,1292.1264
Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,1305.6456
Bady BDG101FRU Card Printer,1327.9834
Deluxe Rollaway Locking File with Drawer,1380.7215999999999
Iceberg Mobile Mega Data/Printer Cart ,1388.6082
Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,1388.6348
Logitech diNovo Edge Keyboard,1432.4427
Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,1459.2
Canon PC-428 Personal Copier,1469.9265
Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,1503.5202
"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",1517.9064
Hon Pagoda Stacking Chairs,1540.704
Global Deluxe High-Back Manager's Chair,1558.5910000000001
Tennsco 6- and 18-Compartment Lockers,1575.1098
GBC DocuBind TL200 Manual Binding Machine,1592.4978
Apple iPhone 5,1611.5784
"Dual Level, Single-Width Filing Carts",1640.5348
Logitech P710e Mobile Speakerphone,1645.3611
Sharp 1540cs Digital Laser Copier,1649.97
"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",1653.8256000000001
Hewlett-Packard Desktjet 6988DT Refurbished Printer,1668.205
Canon Image Class D660 Copier,1691.9718
Samsung Galaxy Mega 6.3,1822.7566
"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1927.442
Adjustable Depth Letter/Legal Cart,1932.549
Canon PC1080F Personal Copier,1973.9670999999998
Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,1995.99
"Hot File 7-Pocket, Floor Stand",2016.711
Sharp AL-1530CS Digital Copier,2064.9587
Canon PC940 Copier,2092.4535
Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,2155.8922000000002
GBC DocuBind TL300 Electric Binding System,2233.5051000000003
Logitech Z-906 Speaker sys - home theater - 5.1-CH,2243.932
Ibico Ibimaster 300 Manual Binding System,2318.337
Fellowes PB300 Plastic Comb Binding Machine,2518.0551
Canon Imageclass D680 Copier / Fax,2799.96
Plantronics CS510 - Over-the-Head monaural Wireless Headset System,3085.0325000000003
Hewlett Packard 610 Color Digital Copier / Printer,3124.9375
Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,3247.02
Zebra ZM400 Thermal Label Printer,3343.536
Ibico EPK-21 Electric Binding System,3345.2823
Plantronics Savi W720 Multi-Device Wireless Headset System,3696.2819999999997
"3D Systems Cube Printer, 2nd Generation, Magenta",3717.9714000000004
Ativa V4110MDD Micro-Cut Shredder,3772.9461
"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",4094.9766
Canon PC1060 Personal Laser Copier,4570.9347
Hewlett Packard LaserJet 3310 Copier,6983.8836
Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,7753.039
Canon imageCLASS 2200 Advanced Copier,25199.928
